folio,nro,depto,area,suf_disc,victima,inseguridad,prob_disc_logit,prob_disc_rf,y_pred_logit,y_pred_rf
614-001169-A-0191,1.0,Tarija,Urbano,0,0,1,0.3018,0.1586,0,0
614-001169-A-0161,3.0,Tarija,Urbano,0,0,1,0.3155,0.2696,0,0
614-001169-A-0131,3.0,Tarija,Urbano,0,0,1,0.3515,0.2576,0,0
614-001169-A-0251,1.0,Tarija,Urbano,0,0,0,0.36,0.2075,0,0
614-001169-A-0281,1.0,Tarija,Urbano,0,0,0,0.4431,0.3491,0,0
614-001169-A-0311,3.0,Tarija,Urbano,0,0,0,0.3051,0.21,0,0
614-001169-A-0341,1.0,Tarija,Urbano,0,0,0,0.3219,0.1845,0,0
614-001169-A-0101,1.0,Tarija,Urbano,0,0,1,0.4751,0.3638,0,0
614-001169-A-0041,1.0,Tarija,Urbano,0,1,0,0.3633,0.2638,0,0
614-001169-A-0071,3.0,Tarija,Urbano,0,0,1,0.3939,0.2808,0,0
612-000103-A-0071,1.0,Tarija,Urbano,0,0,1,0.3427,0.2654,0,0
612-000103-A-0081,3.0,Tarija,Urbano,0,0,1,0.3936,0.2769,0,0
612-000103-A-0111,3.0,Tarija,Urbano,0,0,1,0.3075,0.2118,0,0
612-000103-A-0101,1.0,Tarija,Urbano,1,0,1,0.4095,0.4217,0,0
612-000103-A-0131,1.0,Tarija,Urbano,0,0,1,0.4111,0.2999,0,0
612-000103-A-0141,1.0,Tarija,Urbano,0,0,0,0.3607,0.312,0,0
612-000103-A-0161,1.0,Tarija,Urbano,0,0,0,0.5001,0.3215,1,0
612-000103-A-0011,3.0,Tarija,Urbano,1,1,0,0.3298,0.3816,0,0
612-000103-A-0021,1.0,Tarija,Urbano,0,0,0,0.5198,0.2892,1,0
612-000103-A-0041,1.0,Tarija,Urbano,0,1,1,0.3266,0.1978,0,0
612-000103-A-0051,1.0,Tarija,Urbano,0,0,0,0.4243,0.204,0,0
614-001261-A-0261,1.0,Tarija,Urbano,0,0,1,0.3042,0.1671,0,0
614-001261-A-0321,1.0,Tarija,Urbano,0,0,1,0.325,0.2725,0,0
614-001261-A-0381,1.0,Tarija,Urbano,0,0,1,0.3325,0.1912,0,0
614-001261-A-0601,1.0,Tarija,Urbano,1,0,0,0.5533,0.5951,1,1
614-001261-A-0491,1.0,Tarija,Urbano,0,1,0,0.499,0.2119,0,0
614-001261-A-0541,1.0,Tarija,Urbano,0,0,0,0.3829,0.2645,0,0
614-001261-A-0651,1.0,Tarija,Urbano,0,0,0,0.3478,0.1958,0,0
614-001261-A-0101,1.0,Tarija,Urbano,0,0,1,0.4647,0.2438,0,0
614-001261-A-0041,3.0,Tarija,Urbano,0,0,1,0.3338,0.2527,0,0
614-001261-A-0151,1.0,Tarija,Urbano,0,1,0,0.3158,0.2889,0,0
614-001261-A-0211,1.0,Tarija,Urbano,0,1,1,0.3023,0.2069,0,0
614-001261-A-0681,1.0,Tarija,Urbano,0,0,1,0.3603,0.214,0,0
613-000402-A-0491,1.0,Tarija,Urbano,0,0,0,0.3413,0.3708,0,0
613-000402-A-0341,1.0,Tarija,Urbano,0,0,1,0.3238,0.149,0,0
613-000402-A-0561,1.0,Tarija,Urbano,0,0,0,0.6802,0.3363,1,0
613-000402-A-0781,1.0,Tarija,Urbano,0,0,0,0.4354,0.2624,0,0
613-000402-A-0861,1.0,Tarija,Urbano,1,0,1,0.6527,0.3787,1,0
613-000402-A-0711,1.0,Tarija,Urbano,0,0,0,0.309,0.1736,0,0
613-000402-A-0641,3.0,Tarija,Urbano,0,0,0,0.3377,0.2666,0,0
613-000402-A-0051,1.0,Tarija,Urbano,0,0,1,0.3242,0.2698,0,0
613-000402-A-0121,3.0,Tarija,Urbano,0,0,1,0.3972,0.2791,0,0
613-000402-A-0201,1.0,Tarija,Urbano,0,0,1,0.3167,0.1622,0,0
613-000402-A-0271,1.0,Tarija,Urbano,0,0,0,0.3484,0.214,0,0
613-000806-A-0131,1.0,Tarija,Urbano,0,0,1,0.5963,0.2433,1,0
613-000806-A-0101,2.0,Tarija,Urbano,0,0,1,0.7744,0.3885,1,0
613-000806-A-0161,1.0,Tarija,Urbano,0,0,1,0.7804,0.4164,1,0
613-000806-A-0351,1.0,Tarija,Urbano,0,0,1,0.548,0.3391,1,0
613-000806-A-0071,1.0,Tarija,Urbano,0,0,0,0.7778,0.5033,1,1
613-000806-A-0261,1.0,Tarija,Urbano,0,0,0,0.3899,0.2503,0,0
613-000806-A-0321,1.0,Tarija,Urbano,0,0,0,0.3924,0.1995,0,0
613-000806-A-0291,1.0,Tarija,Urbano,0,0,0,0.3571,0.233,0,0
613-000806-A-0231,1.0,Tarija,Urbano,0,0,0,0.5966,0.3113,1,0
613-000806-A-0191,1.0,Tarija,Urbano,0,0,0,0.4621,0.2111,0,0
613-000806-A-0041,1.0,Tarija,Urbano,0,0,1,0.379,0.1586,0,0
613-000806-A-0011,4.0,Tarija,Urbano,0,0,0,0.4701,0.351,0,0
614-001692-A-0181,1.0,Tarija,Urbano,0,1,1,0.3903,0.3479,0,0
614-001692-A-0201,1.0,Tarija,Urbano,0,0,1,0.4607,0.236,0,0
614-001692-A-0221,1.0,Tarija,Urbano,0,0,1,0.2658,0.1428,0,0
614-001692-A-0241,1.0,Tarija,Urbano,0,0,1,0.3623,0.2277,0,0
614-001692-A-0141,1.0,Tarija,Urbano,0,0,0,0.4296,0.3286,0,0
614-001692-A-0121,1.0,Tarija,Urbano,0,0,0,0.333,0.2295,0,0
614-001692-A-0101,1.0,Tarija,Urbano,0,0,1,0.32,0.2104,0,0
614-001692-A-0161,1.0,Tarija,Urbano,0,0,1,0.3423,0.2015,0,0
614-001692-A-0011,2.0,Tarija,Urbano,0,0,0,0.5339,0.3235,1,0
614-001692-A-0041,1.0,Tarija,Urbano,1,0,0,0.3939,0.3972,0,0
614-001692-A-0061,1.0,Tarija,Urbano,0,1,1,0.4059,0.4076,0,0
614-001692-A-0081,1.0,Tarija,Urbano,0,1,1,0.3164,0.2453,0,0
614-001542-A-0181,1.0,Tarija,Urbano,0,0,0,0.2875,0.1874,0,0
614-001542-A-0201,1.0,Tarija,Urbano,0,0,0,0.3546,0.2542,0,0
614-001542-A-0221,1.0,Tarija,Urbano,0,0,0,0.331,0.2766,0,0
614-001542-A-0251,1.0,Tarija,Urbano,0,0,0,0.4033,0.2379,0,0
614-001542-A-0141,1.0,Tarija,Urbano,0,0,0,0.4246,0.2406,0,0
614-001542-A-0121,1.0,Tarija,Urbano,0,0,0,0.3598,0.2504,0,0
614-001542-A-0091,2.0,Tarija,Urbano,0,1,0,0.3621,0.1959,0,0
614-001542-A-0161,3.0,Tarija,Urbano,1,0,0,0.3086,0.2868,0,0
614-001542-A-0011,1.0,Tarija,Urbano,1,0,1,0.4116,0.5369,0,1
614-001542-A-0031,1.0,Tarija,Urbano,1,0,0,0.4665,0.4404,0,0
614-001542-A-0051,3.0,Tarija,Urbano,0,0,0,0.3248,0.2448,0,0
614-001542-A-0071,4.0,Tarija,Urbano,0,0,0,0.4719,0.3353,0,0
614-001379-A-0141,1.0,Tarija,Urbano,0,0,0,0.3507,0.2655,0,0
614-001379-A-0161,1.0,Tarija,Urbano,0,0,0,0.294,0.2696,0,0
614-001379-A-0181,1.0,Tarija,Urbano,0,0,0,0.3062,0.1567,0,0
614-001379-A-0191,3.0,Tarija,Urbano,0,0,0,0.3095,0.286,0,0
614-001379-A-0091,1.0,Tarija,Urbano,0,0,0,0.2902,0.18,0,0
614-001379-A-0131,1.0,Tarija,Urbano,0,0,0,0.4635,0.2704,0,0
614-001379-A-0111,1.0,Tarija,Urbano,0,0,0,0.3018,0.1799,0,0
614-001379-A-0081,1.0,Tarija,Urbano,0,0,0,0.3804,0.4283,0,0
614-001379-A-0011,1.0,Tarija,Urbano,0,0,1,0.3346,0.2607,0,0
614-001379-A-0031,1.0,Tarija,Urbano,0,0,1,0.5097,0.3304,1,0
614-001379-A-0041,1.0,Tarija,Urbano,0,0,0,0.536,0.3836,1,0
614-001379-A-0061,1.0,Tarija,Urbano,0,0,0,0.4821,0.2319,0,0
614-001432-A-0341,1.0,Tarija,Urbano,0,0,0,0.3947,0.2373,0,0
614-001432-A-0381,1.0,Tarija,Urbano,0,0,1,0.4032,0.1662,0,0
614-001432-A-0431,2.0,Tarija,Urbano,0,0,0,0.4215,0.28,0,0
614-001432-A-0471,1.0,Tarija,Urbano,0,0,0,0.3133,0.2229,0,0
614-001432-A-0181,1.0,Tarija,Urbano,0,0,1,0.3217,0.3095,0,0
614-001432-A-0301,1.0,Tarija,Urbano,0,0,0,0.3316,0.1579,0,0
614-001432-A-0221,1.0,Tarija,Urbano,1,0,0,0.3065,0.3238,0,0
614-001432-A-0261,1.0,Tarija,Urbano,0,0,0,0.3166,0.2709,0,0
614-001432-A-0021,1.0,Tarija,Urbano,1,0,0,0.3852,0.3805,0,0
614-001432-A-0061,4.0,Tarija,Urbano,0,0,1,0.4402,0.283,0,0
614-001432-A-0101,2.0,Tarija,Urbano,0,0,0,0.4335,0.3682,0,0
614-001432-A-0141,2.0,Tarija,Urbano,0,0,0,0.504,0.241,1,0
614-001587-A-0131,1.0,Tarija,Urbano,0,0,0,0.2955,0.3172,0,0
614-001587-A-0151,1.0,Tarija,Urbano,0,0,0,0.2654,0.3067,0,0
614-001587-A-0171,1.0,Tarija,Urbano,0,1,1,0.3998,0.1871,0,0
614-001587-A-0181,1.0,Tarija,Urbano,0,0,0,0.3068,0.2322,0,0
614-001587-A-0121,1.0,Tarija,Urbano,0,0,0,0.347,0.3676,0,0
614-001587-A-0071,1.0,Tarija,Urbano,0,0,0,0.3468,0.3161,0,0
614-001587-A-0091,1.0,Tarija,Urbano,0,0,0,0.2863,0.181,0,0
614-001587-A-0101,4.0,Tarija,Urbano,0,0,0,0.2577,0.2329,0,0
614-001587-A-0011,2.0,Tarija,Urbano,0,0,0,0.3452,0.3005,0,0
614-001587-A-0021,1.0,Tarija,Urbano,0,0,0,0.3395,0.2672,0,0
614-001587-A-0041,2.0,Tarija,Urbano,0,0,0,0.3495,0.2632,0,0
614-001587-A-0061,2.0,Tarija,Urbano,1,0,0,0.5717,0.605,1,1
613-000582-A-0231,1.0,Tarija,Urbano,0,0,0,0.3312,0.1739,0,0
613-000582-A-0261,1.0,Tarija,Urbano,0,0,0,0.3188,0.2155,0,0
613-000582-A-0291,2.0,Tarija,Urbano,0,0,0,0.3867,0.2648,0,0
613-000582-A-0321,1.0,Tarija,Urbano,0,0,0,0.3204,0.2174,0,0
613-000582-A-0151,1.0,Tarija,Urbano,0,0,0,0.2924,0.232,0,0
613-000582-A-0201,1.0,Tarija,Urbano,0,0,1,0.3537,0.2354,0,0
613-000582-A-0181,1.0,Tarija,Urbano,0,0,0,0.3138,0.1716,0,0
613-000582-A-0121,1.0,Tarija,Urbano,0,0,1,0.3368,0.2099,0,0
613-000582-A-0011,3.0,Tarija,Urbano,0,1,1,0.4054,0.3722,0,0
613-000582-A-0031,2.0,Tarija,Urbano,0,0,1,0.429,0.2413,0,0
613-000582-A-0061,2.0,Tarija,Urbano,0,0,1,0.5186,0.454,1,0
613-000582-A-0091,2.0,Tarija,Urbano,0,0,1,0.4792,0.3242,0,0
614-001313-A-0371,1.0,Tarija,Urbano,0,0,0,0.4467,0.3088,0,0
614-001313-A-0271,1.0,Tarija,Urbano,0,0,1,0.2961,0.1695,0,0
614-001313-A-0311,1.0,Tarija,Urbano,0,0,1,0.3588,0.241,0,0
614-001313-A-0341,1.0,Tarija,Urbano,0,0,1,0.3854,0.2329,0,0
614-001313-A-0241,1.0,Tarija,Urbano,0,0,1,0.4215,0.3887,0,0
614-001313-A-0181,1.0,Tarija,Urbano,0,0,1,0.3218,0.2951,0,0
614-001313-A-0211,1.0,Tarija,Urbano,0,0,0,0.3674,0.2573,0,0
614-001313-A-0141,2.0,Tarija,Urbano,0,0,0,0.3272,0.2638,0,0
614-001313-A-0011,1.0,Tarija,Urbano,0,0,1,0.456,0.357,0,0
614-001313-A-0081,1.0,Tarija,Urbano,1,0,0,0.3704,0.3106,0,0
614-001313-A-0111,1.0,Tarija,Urbano,0,0,0,0.3171,0.1873,0,0
614-001313-A-0051,1.0,Tarija,Urbano,0,0,0,0.351,0.2582,0,0
614-001491-A-0251,1.0,Tarija,Urbano,0,0,1,0.5022,0.3495,1,0
614-001491-A-0281,1.0,Tarija,Urbano,0,0,1,0.3955,0.2716,0,0
614-001491-A-0311,1.0,Tarija,Urbano,0,0,1,0.4689,0.2713,0,0
614-001491-A-0341,2.0,Tarija,Urbano,0,0,1,0.5301,0.2603,1,0
614-001491-A-0161,2.0,Tarija,Urbano,1,0,0,0.4861,0.4171,0,0
614-001491-A-0131,1.0,Tarija,Urbano,0,0,0,0.3837,0.2265,0,0
614-001491-A-0221,1.0,Tarija,Urbano,0,0,1,0.2822,0.1662,0,0
614-001491-A-0191,4.0,Tarija,Urbano,0,0,1,0.3732,0.2616,0,0
614-001491-A-0041,2.0,Tarija,Urbano,1,1,0,0.2434,0.4527,0,0
614-001491-A-0101,1.0,Tarija,Urbano,0,0,0,0.3375,0.1894,0,0
614-001491-A-0071,1.0,Tarija,Urbano,0,0,1,0.4409,0.2775,0,0
614-001491-A-0011,3.0,Tarija,Urbano,0,0,1,0.4564,0.2851,0,0
652-004471-D-0251,3.0,Tarija,Rural,0,0,0,0.3349,0.1866,0,0
652-004471-D-0181,1.0,Tarija,Rural,0,0,0,0.2449,0.1704,0,0
652-004471-D-0221,4.0,Tarija,Rural,0,0,1,0.3184,0.1926,0,0
652-004471-D-0071,1.0,Tarija,Rural,1,0,1,0.4799,0.6042,0,1
652-004471-D-0011,3.0,Tarija,Rural,0,1,1,0.2811,0.1575,0,0
652-004471-D-0031,1.0,Tarija,Rural,0,0,1,0.4148,0.3763,0,0
652-004471-D-0051,1.0,Tarija,Rural,0,0,1,0.4747,0.4163,0,0
652-004471-D-0141,1.0,Tarija,Rural,0,0,1,0.5465,0.5212,1,1
652-004471-D-0091,1.0,Tarija,Rural,0,0,1,0.5526,0.3041,1,0
652-004471-D-0121,3.0,Tarija,Rural,0,1,1,0.3836,0.2635,0,0
652-004471-D-0161,1.0,Tarija,Rural,0,0,1,0.4008,0.3373,0,0
611-000006-A-0201,1.0,Tarija,Urbano,0,0,0,0.409,0.1968,0,0
611-000006-A-0251,3.0,Tarija,Urbano,1,0,1,0.3608,0.3616,0,0
611-000006-A-0231,1.0,Tarija,Urbano,0,0,1,0.5018,0.3451,1,0
611-000006-A-0271,1.0,Tarija,Urbano,0,1,1,0.296,0.1626,0,0
611-000006-A-0061,1.0,Tarija,Urbano,1,1,1,0.7792,0.7133,1,1
611-000006-A-0011,4.0,Tarija,Urbano,1,0,1,0.4266,0.529,0,1
611-000006-A-0081,1.0,Tarija,Urbano,0,0,0,0.5366,0.3778,1,0
611-000006-A-0101,3.0,Tarija,Urbano,0,0,1,0.4957,0.2698,0,0
611-000006-A-0181,1.0,Tarija,Urbano,0,0,1,0.7455,0.6318,1,1
611-000006-A-0151,2.0,Tarija,Urbano,0,1,1,0.5377,0.4442,1,0
611-000006-A-0131,2.0,Tarija,Urbano,0,0,1,0.4068,0.3109,0,0
634-003286-A-0191,1.0,Tarija,Urbano,0,0,1,0.4367,0.2367,0,0
634-003286-A-0211,1.0,Tarija,Urbano,0,0,1,0.519,0.2751,1,0
634-003286-A-0231,1.0,Tarija,Urbano,0,0,1,0.5325,0.3573,1,0
634-003286-A-0011,1.0,Tarija,Urbano,0,0,1,0.5005,0.2395,1,0
634-003286-A-0081,1.0,Tarija,Urbano,1,0,0,0.3586,0.3688,0,0
634-003286-A-0031,4.0,Tarija,Urbano,0,1,0,0.3799,0.2455,0,0
634-003286-A-0051,1.0,Tarija,Urbano,0,0,0,0.3425,0.2521,0,0
634-003286-A-0101,1.0,Tarija,Urbano,0,0,0,0.3936,0.3275,0,0
634-003286-A-0121,1.0,Tarija,Urbano,0,0,1,0.4916,0.3123,0,0
634-003286-A-0141,1.0,Tarija,Urbano,0,0,0,0.4029,0.2677,0,0
634-003286-A-0171,2.0,Tarija,Urbano,0,0,1,0.5686,0.3654,1,0
654-004359-D-0561,1.0,Tarija,Rural,0,0,0,0.2322,0.1737,0,0
654-004359-D-0501,3.0,Tarija,Rural,0,0,0,0.2315,0.1995,0,0
654-004359-D-0681,3.0,Tarija,Rural,0,0,0,0.2029,0.1901,0,0
654-004359-D-0621,3.0,Tarija,Rural,0,0,1,0.1752,0.1531,0,0
654-004359-D-0151,2.0,Tarija,Rural,0,0,0,0.4368,0.3089,0,0
654-004359-D-0211,4.0,Tarija,Rural,0,1,0,0.3307,0.262,0,0
654-004359-D-0031,1.0,Tarija,Rural,0,0,0,0.5099,0.41,1,0
654-004359-D-0091,1.0,Tarija,Rural,0,0,0,0.3543,0.3033,0,0
654-004359-D-0331,1.0,Tarija,Rural,0,0,1,0.3546,0.3501,0,0
654-004359-D-0381,4.0,Tarija,Rural,0,0,0,0.2889,0.2671,0,0
654-004359-D-0271,1.0,Tarija,Rural,0,0,1,0.3867,0.268,0,0
654-004359-D-0441,1.0,Tarija,Rural,0,0,0,0.4055,0.3483,0,0
652-004466-D-0361,3.0,Tarija,Rural,0,1,0,0.248,0.1438,0,0
652-004466-D-0301,1.0,Tarija,Rural,0,0,1,0.2792,0.167,0,0
652-004466-D-0411,1.0,Tarija,Rural,0,0,0,0.4001,0.3055,0,0
652-004466-D-0251,3.0,Tarija,Rural,0,0,1,0.3619,0.3493,0,0
652-004466-D-0151,2.0,Tarija,Rural,1,0,0,0.5856,0.6158,1,1
652-004466-D-0041,1.0,Tarija,Rural,1,0,0,0.457,0.5778,0,1
652-004466-D-0201,3.0,Tarija,Rural,0,0,0,0.2257,0.2001,0,0
652-004466-D-0091,3.0,Tarija,Rural,1,0,0,0.4318,0.525,0,1
652-004466-D-0461,1.0,Tarija,Rural,0,0,1,0.5097,0.2858,1,0
652-004466-D-0621,1.0,Tarija,Rural,0,0,1,0.447,0.3263,0,0
652-004466-D-0511,1.0,Tarija,Rural,0,0,1,0.3408,0.1977,0,0
652-004466-D-0571,1.0,Tarija,Rural,0,0,0,0.473,0.4227,0,0
642-003701-D-0621,1.0,Tarija,Rural,0,0,0,0.4169,0.2792,0,0
642-003701-D-0571,1.0,Tarija,Rural,0,0,0,0.4144,0.3735,0,0
642-003701-D-0511,1.0,Tarija,Rural,0,0,0,0.5611,0.3146,1,0
642-003701-D-0461,3.0,Tarija,Rural,0,0,1,0.3766,0.246,0,0
642-003701-D-0041,2.0,Tarija,Rural,0,0,1,0.4023,0.2958,0,0
642-003701-D-0091,2.0,Tarija,Rural,0,1,1,0.5219,0.372,1,0
642-003701-D-0201,1.0,Tarija,Rural,1,0,0,0.6466,0.2799,1,0
642-003701-D-0361,1.0,Tarija,Rural,0,0,0,0.5762,0.3618,1,0
642-003701-D-0251,1.0,Tarija,Rural,0,0,0,0.6884,0.3923,1,0
642-003701-D-0301,3.0,Tarija,Rural,0,0,0,0.3362,0.2425,0,0
651-004366-D-0251,1.0,Tarija,Rural,1,0,0,0.5594,0.5516,1,1
651-004366-D-0231,3.0,Tarija,Rural,0,0,0,0.3735,0.3546,0,0
651-004366-D-0201,3.0,Tarija,Rural,0,0,0,0.4507,0.3456,0,0
651-004366-D-0271,1.0,Tarija,Rural,0,0,0,0.4925,0.381,0,0
651-004366-D-0011,1.0,Tarija,Rural,1,0,0,0.526,0.6047,1,1
651-004366-D-0031,1.0,Tarija,Rural,1,0,0,0.5042,0.579,1,1
651-004366-D-0061,1.0,Tarija,Rural,1,0,0,0.5463,0.5746,1,1
651-004366-D-0131,1.0,Tarija,Rural,0,0,0,0.4288,0.3309,0,0
651-004366-D-0101,1.0,Tarija,Rural,0,0,0,0.5139,0.3701,1,0
651-004366-D-0151,1.0,Tarija,Rural,0,0,1,0.3962,0.3167,0,0
651-004366-D-0181,1.0,Tarija,Rural,0,0,0,0.5126,0.5094,1,1
644-004306-D-0211,1.0,Tarija,Rural,0,0,0,0.3442,0.2344,0,0
644-004306-D-0181,1.0,Tarija,Rural,1,0,0,0.3318,0.472,0,0
644-004306-D-0161,1.0,Tarija,Rural,0,0,0,0.227,0.2025,0,0
644-004306-D-0131,1.0,Tarija,Rural,0,1,1,0.2538,0.2759,0,0
644-004306-D-0291,1.0,Tarija,Rural,1,0,1,0.3402,0.2821,0,0
644-004306-D-0321,4.0,Tarija,Rural,0,0,1,0.1824,0.3117,0,0
644-004306-D-0271,1.0,Tarija,Rural,0,0,1,0.1665,0.149,0,0
644-004306-D-0241,1.0,Tarija,Rural,0,0,1,0.2332,0.1455,0,0
644-004306-D-0101,2.0,Tarija,Rural,0,0,0,0.2265,0.2478,0,0
644-004306-D-0071,1.0,Tarija,Rural,0,0,1,0.4933,0.3328,0,0
644-004306-D-0051,2.0,Tarija,Rural,0,0,0,0.1411,0.2242,0,0
644-004306-D-0021,1.0,Tarija,Rural,0,0,0,0.4526,0.3356,0,0
653-004340-D-0531,1.0,Tarija,Rural,0,0,1,0.3581,0.2012,0,0
653-004340-D-0651,3.0,Tarija,Rural,0,1,0,0.2351,0.1435,0,0
653-004340-D-0711,3.0,Tarija,Rural,0,0,1,0.3084,0.2179,0,0
653-004340-D-0231,1.0,Tarija,Rural,0,0,1,0.4884,0.2699,0,0
653-004340-D-0051,1.0,Tarija,Rural,0,0,0,0.3104,0.2091,0,0
653-004340-D-0291,3.0,Tarija,Rural,0,0,1,0.1886,0.2054,0,0
653-004340-D-0351,1.0,Tarija,Rural,0,0,0,0.2927,0.2133,0,0
653-004340-D-0411,1.0,Tarija,Rural,0,0,0,0.3511,0.3028,0,0
653-004340-D-0471,1.0,Tarija,Rural,0,0,1,0.4478,0.2711,0,0
714-012067-A-0241,1.0,Santa Cruz,Urbano,1,0,1,0.3972,0.5314,0,1
714-012067-A-0281,1.0,Santa Cruz,Urbano,1,0,1,0.485,0.4701,0,0
714-012067-A-0061,5.0,Santa Cruz,Urbano,0,0,1,0.4035,0.2739,0,0
714-012067-A-0111,3.0,Santa Cruz,Urbano,0,0,1,0.3494,0.2453,0,0
714-012067-A-0151,1.0,Santa Cruz,Urbano,0,0,0,0.3781,0.2941,0,0
714-012067-A-0191,3.0,Santa Cruz,Urbano,0,0,0,0.3668,0.3544,0,0
714-012067-A-0411,1.0,Santa Cruz,Urbano,1,0,1,0.4498,0.3649,0,0
714-012067-A-0371,1.0,Santa Cruz,Urbano,0,0,0,0.4557,0.3892,0,0
714-012067-A-0331,1.0,Santa Cruz,Urbano,0,0,0,0.4584,0.4189,0,0
714-012067-A-0461,1.0,Santa Cruz,Urbano,0,0,0,0.3297,0.3167,0,0
714-012067-A-0501,2.0,Santa Cruz,Urbano,0,0,0,0.3369,0.2636,0,0
714-011282-A-0151,1.0,Santa Cruz,Urbano,0,0,0,0.3379,0.3429,0,0
714-011282-A-0181,1.0,Santa Cruz,Urbano,0,0,0,0.3093,0.1964,0,0
714-011282-A-0231,1.0,Santa Cruz,Urbano,0,0,0,0.4631,0.333,0,0
714-011282-A-0011,1.0,Santa Cruz,Urbano,0,0,1,0.3397,0.1825,0,0
714-011282-A-0061,1.0,Santa Cruz,Urbano,0,0,0,0.4233,0.28,0,0
714-011282-A-0031,1.0,Santa Cruz,Urbano,0,0,0,0.3345,0.2832,0,0
714-011282-A-0101,4.0,Santa Cruz,Urbano,0,0,1,0.3584,0.2997,0,0
714-011282-A-0131,1.0,Santa Cruz,Urbano,0,0,1,0.2556,0.1667,0,0
714-011282-A-0201,1.0,Santa Cruz,Urbano,1,0,1,0.3246,0.357,0,0
714-011282-A-0251,4.0,Santa Cruz,Urbano,0,0,0,0.3839,0.303,0,0
713-008025-A-0091,3.0,Santa Cruz,Urbano,1,0,1,0.4432,0.4075,0,0
713-008025-A-0081,1.0,Santa Cruz,Urbano,0,0,1,0.3313,0.2288,0,0
713-008025-A-0011,1.0,Santa Cruz,Urbano,0,0,1,0.5099,0.3455,1,0
713-008025-A-0021,3.0,Santa Cruz,Urbano,0,0,1,0.3511,0.2253,0,0
713-008025-A-0031,1.0,Santa Cruz,Urbano,0,0,1,0.3871,0.2103,0,0
713-008025-A-0051,3.0,Santa Cruz,Urbano,0,1,1,0.4465,0.3357,0,0
713-008025-A-0121,1.0,Santa Cruz,Urbano,1,0,0,0.3943,0.47,0,0
713-008025-A-0131,4.0,Santa Cruz,Urbano,0,0,1,0.3535,0.3507,0,0
713-008025-A-0101,1.0,Santa Cruz,Urbano,1,0,1,0.4608,0.4528,0,0
713-008025-A-0151,1.0,Santa Cruz,Urbano,0,0,1,0.2708,0.1909,0,0
713-008228-A-0171,3.0,Santa Cruz,Urbano,1,1,1,0.395,0.468,0,0
713-008228-A-0301,1.0,Santa Cruz,Urbano,0,1,1,0.3784,0.2869,0,0
713-008228-A-0071,3.0,Santa Cruz,Urbano,0,0,1,0.4009,0.1929,0,0
713-008228-A-0101,1.0,Santa Cruz,Urbano,0,0,1,0.2784,0.1848,0,0
713-008228-A-0021,1.0,Santa Cruz,Urbano,0,0,0,0.3884,0.2143,0,0
713-008228-A-0121,1.0,Santa Cruz,Urbano,0,0,0,0.39,0.2766,0,0
713-008228-A-0041,1.0,Santa Cruz,Urbano,0,0,0,0.4663,0.3362,0,0
713-008228-A-0251,3.0,Santa Cruz,Urbano,0,0,1,0.3637,0.241,0,0
713-008228-A-0201,1.0,Santa Cruz,Urbano,0,0,1,0.5267,0.4135,1,0
713-008228-A-0281,3.0,Santa Cruz,Urbano,0,0,0,0.3634,0.2914,0,0
713-008228-A-0221,1.0,Santa Cruz,Urbano,0,1,1,0.4349,0.2902,0,0
712-003719-A-0251,1.0,Santa Cruz,Urbano,0,0,1,0.4134,0.3799,0,0
712-003719-A-0211,3.0,Santa Cruz,Urbano,0,0,1,0.3899,0.2464,0,0
712-003719-A-0101,3.0,Santa Cruz,Urbano,0,0,0,0.4336,0.3079,0,0
712-003719-A-0061,1.0,Santa Cruz,Urbano,0,0,1,0.3327,0.2687,0,0
712-003719-A-0141,1.0,Santa Cruz,Urbano,0,0,0,0.3685,0.2899,0,0
712-003719-A-0021,1.0,Santa Cruz,Urbano,0,0,1,0.4674,0.3128,0,0
712-003719-A-0291,3.0,Santa Cruz,Urbano,0,0,1,0.4926,0.3188,0,0
712-003719-A-0171,4.0,Santa Cruz,Urbano,0,1,1,0.6359,0.2852,1,0
712-003719-A-0371,1.0,Santa Cruz,Urbano,0,0,0,0.557,0.3838,1,0
712-003719-A-0331,3.0,Santa Cruz,Urbano,0,0,1,0.4109,0.2891,0,0
712-003719-A-0411,3.0,Santa Cruz,Urbano,0,0,1,0.4475,0.3949,0,0
712-003719-A-0451,1.0,Santa Cruz,Urbano,0,0,1,0.3679,0.239,0,0
713-008611-A-0251,1.0,Santa Cruz,Urbano,0,0,0,0.3359,0.176,0,0
713-008611-A-0211,1.0,Santa Cruz,Urbano,0,0,1,0.3009,0.2818,0,0
713-008611-A-0021,1.0,Santa Cruz,Urbano,0,0,0,0.4497,0.4136,0,0
713-008611-A-0101,1.0,Santa Cruz,Urbano,0,0,1,0.2129,0.2025,0,0
713-008611-A-0141,3.0,Santa Cruz,Urbano,0,0,1,0.3736,0.2929,0,0
713-008611-A-0171,2.0,Santa Cruz,Urbano,0,1,1,0.432,0.2114,0,0
713-008611-A-0061,1.0,Santa Cruz,Urbano,0,1,1,0.3843,0.2835,0,0
713-008611-A-0331,2.0,Santa Cruz,Urbano,0,0,0,0.4822,0.4008,0,0
713-008611-A-0411,1.0,Santa Cruz,Urbano,1,0,1,0.6112,0.3932,1,0
713-008611-A-0291,1.0,Santa Cruz,Urbano,0,1,1,0.5255,0.3823,1,0
