folio,depto,area,nro,s09a_01a,s09a_01b,s09a_01c,s09a_01d,s09a_01e,s09a_01f,s09a_01g,s09a_01h,s09a_01i,s09a_01j,s09a_01k,s09a_01l,s09a_01le,s09a_02,s09a_03_1,s09a_03_2,s09a_03_3,s09a_03_4,s09a_03_5,s09a_03_5e,s09a_04,s09a_04e,s09a_05_1,s09a_05_2,s09a_05_3,s09a_05_4,s09a_05_5,s09a_05_6,s09a_05_7,s09a_05_8,s09a_05_8e,s09b_01,s09b_02a,s09b_02b,s09b_02e,s09b_03,s09b_04,upm_x,estrato_x,ponderador,suf_disc,n_motivos,victima,inseguridad,denuncia,material_paredes_noble,piso_noble,agua_red,saneamiento,electricidad,basura_recogida,combustible_limpio,internet,vivienda_propia,n_cuartos,n_dormitorios,hacinamiento,totper,sexo,edad,anios_educ,indigena,lengua_grupo,alfabetizado,ocupado,desocupado,log_ylab,log_yhogpc,pobre,pobre_extremo,factor,upm_y,estrato_y
452-006085-D-0321,Oruro,Rural,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,3.0,8.0,,,,2.0,452-006085-D,422,0.704136046431892,1,5,0,0,0,1,1,0,1,1,0,1,0,1,4.0,3.0,0.75,3.0,Hombre,34.0,6.0,1,Originaria,0,1,0,,6.7496709386090785,1,0,265.6656454054143,452-006085-D,422
452-006085-D-0291,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,452-006085-D,422,0.704136046431892,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2.0,1.0,1.0,2.0,Hombre,85.0,0.0,1,Originaria,1,1,0,6.439350371100098,6.5760051519984755,1,0,265.6656454054143,452-006085-D,422
452-006085-D-0071,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,3.0,452-006085-D,422,0.704136046431892,0,0,1,1,0,1,1,0,0,1,0,1,1,1,3.0,1.0,0.33,1.0,Hombre,25.0,12.0,1,Originaria,1,1,0,8.314913835131271,8.314913835131271,0,0,265.6656454054143,452-006085-D,422
452-006085-D-0101,Oruro,Rural,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,2.0,452-006085-D,422,0.704136046431892,0,0,0,1,0,0,1,0,0,1,0,1,1,1,2.0,1.0,1.0,2.0,Hombre,66.0,4.0,1,Originaria,1,1,0,8.406485069431817,7.904765352542165,0,0,265.6656454054143,452-006085-D,422
452-006085-D-0041,Oruro,Rural,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,2.0,452-006085-D,422,0.704136046431892,0,0,0,0,0,1,1,0,0,1,0,1,1,1,3.0,3.0,2.0,6.0,Hombre,70.0,6.0,1,Originaria,1,1,0,5.45674464655305,5.7364379126624065,1,1,265.6656454054143,452-006085-D,422
452-006085-D-0011,Oruro,Rural,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,4.0,452-006085-D,422,0.704136046431892,0,0,0,1,0,0,0,0,0,1,0,1,1,1,3.0,3.0,3.0,9.0,Hombre,16.0,10.0,1,Castellano,1,1,0,,5.456349446161511,1,1,265.6656454054143,452-006085-D,422
422-003968-A-0051,Oruro,Urbano,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,1.0,422-003968-A,412,0.4663502617185976,0,0,0,1,0,1,1,1,1,1,1,1,1,1,4.0,3.0,1.5,6.0,Hombre,22.0,17.0,0,Castellano,1,1,0,,7.842780551100033,0,0,124.88076621455538,422-003968-A,412
422-003968-A-0011,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,2.0,4.0,422-003968-A,412,0.4663502617185976,0,0,1,0,0,0,0,1,1,1,1,1,1,1,5.0,1.0,0.2,1.0,Mujer,69.0,6.0,0,Castellano,1,1,0,,8.183164655976766,0,0,124.88076621455538,422-003968-A,412
422-003968-A-0021,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,422-003968-A,412,0.4663502617185976,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1.0,0.0,1.0,1.0,Hombre,39.0,17.0,0,Castellano,1,1,0,7.601402334583733,7.642204299855428,0,0,124.88076621455538,422-003968-A,412
422-003968-A-0041,Oruro,Urbano,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,422-003968-A,412,0.4663502617185976,0,0,0,1,0,0,0,1,1,1,1,1,1,1,8.0,4.0,0.88,7.0,Mujer,25.0,17.0,0,Castellano,1,1,0,7.8556996668126935,8.023976668708714,0,0,124.88076621455538,422-003968-A,412
422-003968-A-0111,Oruro,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,4.0,422-003968-A,412,0.4663502617185976,0,0,1,1,0,0,1,1,1,1,1,1,1,1,4.0,3.0,1.5,6.0,Hombre,18.0,10.0,0,Castellano,1,1,0,,7.309621389162909,0,0,124.88076621455538,422-003968-A,412
422-003968-A-0081,Oruro,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,2.0,2.0,422-003968-A,412,0.4663502617185976,0,0,1,1,0,0,1,1,1,1,1,1,1,1,4.0,3.0,1.0,4.0,Hombre,32.0,12.0,0,Castellano,1,1,0,7.313886831633462,7.009634742803308,1,0,124.88076621455538,422-003968-A,412
422-003968-A-0071,Oruro,Urbano,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,422-003968-A,412,0.4663502617185976,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2.0,2.0,2.5,5.0,Mujer,15.0,10.0,0,Castellano,1,1,0,,7.108293186420252,0,0,124.88076621455538,422-003968-A,412
422-003968-A-0101,Oruro,Urbano,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,3.0,8.0,,,,4.0,422-003968-A,412,0.4663502617185976,1,2,0,0,0,0,1,1,1,1,1,1,1,1,2.0,2.0,1.5,3.0,Hombre,36.0,12.0,0,Castellano,1,1,0,8.70996000607173,7.611677512583031,0,0,124.88076621455538,422-003968-A,412
422-003968-A-0171,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,422-003968-A,412,0.4663502617185976,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3.0,2.0,1.33,4.0,Hombre,35.0,12.0,0,Castellano,1,1,0,7.660444119247559,6.524186175809216,1,0,124.88076621455538,422-003968-A,412
422-003968-A-0141,Oruro,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,4.0,422-003968-A,412,0.4663502617185976,0,0,0,1,0,0,1,1,1,1,1,1,0,1,3.0,1.0,0.67,2.0,Mujer,72.0,4.0,1,Originaria,1,1,0,6.987951820976414,7.00737434401085,1,0,124.88076621455538,422-003968-A,412
511-000003-A-0151,Potosí,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,511-000003-A,511,2.130603495033407,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2.0,2.0,4.5,9.0,Hombre,17.0,10.0,1,Originaria,1,1,0,8.381220763852948,7.468248959916533,0,0,583.6261823212865,511-000003-A,511
511-000003-A-0181,Potosí,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,5.0,511-000003-A,511,2.130603495033407,0,0,0,0,0,1,1,1,1,1,1,1,0,1,3.0,2.0,1.67,5.0,Mujer,34.0,4.0,1,Originaria,1,1,0,,7.182352111885263,1,0,583.6261823212865,511-000003-A,511
511-000003-A-0211,Potosí,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,511-000003-A,511,2.130603495033407,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1.0,0.0,4.0,4.0,Mujer,23.0,10.0,1,Originaria,1,1,0,5.1885024835109315,7.848221435612236,0,0,583.6261823212865,511-000003-A,511
511-000003-A-0251,Potosí,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,511-000003-A,511,2.130603495033407,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3.0,1.0,1.33,4.0,Mujer,34.0,17.0,0,Castellano,1,1,0,8.199244319407159,7.946959526259742,0,0,583.6261823212865,511-000003-A,511
511-000003-A-0011,Potosí,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,,2.0,,,,,,,,,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,2.0,2.0,,,2.0,3.0,511-000003-A,511,2.130603495033407,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1.0,0.0,7.0,7.0,Hombre,46.0,4.0,0,Originaria,1,1,0,8.381220763852948,6.472640672686179,1,1,583.6261823212865,511-000003-A,511
511-000003-A-0051,Potosí,Urbano,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,"PORQUE NO ERA DE MUCHA IMPORTANCIA, MOTIVO DE TIEMPO Y TRABAJÓ",2.0,1.0,,,2.0,4.0,511-000003-A,511,2.130603495033407,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1.0,0.0,4.0,4.0,Hombre,27.0,10.0,0,Originaria,1,1,0,8.560635749259074,7.182542063448185,1,0,583.6261823212865,511-000003-A,511
511-000003-A-0081,Potosí,Urbano,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,3.0,8.0,,,,5.0,511-000003-A,511,2.130603495033407,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1.0,0.0,2.0,2.0,Mujer,28.0,10.0,0,Originaria,1,1,0,8.425625997890746,7.737070996841885,0,0,583.6261823212865,511-000003-A,511
511-000003-A-0111,Potosí,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,511-000003-A,511,2.130603495033407,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1.0,0.0,5.0,5.0,Hombre,27.0,10.0,1,Originaria,1,1,0,7.983098940710892,7.407843555980336,0,0,583.6261823212865,511-000003-A,511
511-000003-A-0281,Potosí,Urbano,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,3.0,8.0,,,,4.0,511-000003-A,511,2.130603495033407,1,3,0,0,0,1,0,1,1,1,1,1,1,0,1.0,0.0,4.0,4.0,Mujer,26.0,10.0,1,Originaria,1,1,0,5.303304908059076,6.565968947537155,1,1,583.6261823212865,511-000003-A,511
511-000003-A-0311,Potosí,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,511-000003-A,511,2.130603495033407,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1.0,0.0,3.0,3.0,Mujer,24.0,12.0,0,Castellano,1,1,0,,7.968204101404026,0,0,583.6261823212865,511-000003-A,511
511-000003-A-0351,Potosí,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,511-000003-A,511,2.130603495033407,0,0,0,0,0,1,0,1,1,1,1,1,1,1,6.0,0.0,1.33,8.0,Hombre,25.0,6.0,1,Originaria,1,1,0,9.123779887637363,8.392866072594565,0,0,583.6261823212865,511-000003-A,511
511-000003-A-0381,Potosí,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,511-000003-A,511,2.130603495033407,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1.0,0.0,3.0,3.0,Hombre,27.0,10.0,0,Originaria,1,1,0,8.078998258685154,6.98100574072173,1,0,583.6261823212865,511-000003-A,511
513-001030-A-0101,Potosí,Urbano,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,3.0,513-001030-A,513,1.5691016174005405,0,0,0,1,0,1,1,1,1,1,1,1,1,0,3.0,2.0,1.0,3.0,Mujer,34.0,17.0,0,Castellano,1,1,0,,7.761413900528971,0,0,429.8166171098272,513-001030-A,513
513-001030-A-0121,Potosí,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,2.0,513-001030-A,513,1.5691016174005405,0,0,0,1,0,1,1,1,1,1,1,1,1,0,6.0,3.0,0.5,3.0,Mujer,27.0,17.0,0,Castellano,1,1,0,8.497194544909547,9.00384908588409,0,0,429.8166171098272,513-001030-A,513
513-001030-A-0151,Potosí,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,513-001030-A,513,1.5691016174005405,0,0,0,0,0,1,0,1,1,1,1,1,1,0,2.0,1.0,2.0,4.0,Hombre,36.0,17.0,1,Castellano,1,1,0,8.562338607715102,7.176617597282883,1,0,429.8166171098272,513-001030-A,513
513-001030-A-0171,Potosí,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,513-001030-A,513,1.5691016174005405,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2.0,1.0,2.5,5.0,Mujer,21.0,17.0,0,Castellano,1,1,0,6.55250788703459,7.102636487093171,1,0,429.8166171098272,513-001030-A,513
513-001030-A-0011,Potosí,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,513-001030-A,513,1.5691016174005405,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1.0,0.0,1.0,1.0,Hombre,32.0,17.0,0,Castellano,1,1,0,,6.68586094706836,1,0,429.8166171098272,513-001030-A,513
513-001030-A-0031,Potosí,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,3.0,513-001030-A,513,1.5691016174005405,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1.0,0.0,2.0,2.0,Hombre,28.0,12.0,0,Castellano,1,1,0,8.245751829072129,8.114085288267802,0,0,429.8166171098272,513-001030-A,513
513-001030-A-0051,Potosí,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,513-001030-A,513,1.5691016174005405,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1.0,0.0,1.0,1.0,Hombre,26.0,17.0,1,Castellano,1,1,0,8.006700845440367,8.006700845440367,0,0,429.8166171098272,513-001030-A,513
513-001030-A-0081,Potosí,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,513-001030-A,513,1.5691016174005405,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2.0,1.0,1.0,2.0,Mujer,54.0,17.0,0,Castellano,1,1,0,,8.33110454805304,0,0,429.8166171098272,513-001030-A,513
513-001030-A-0221,Potosí,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,2.0,2.0,513-001030-A,513,1.5691016174005405,0,0,1,0,0,1,1,1,1,1,1,1,1,1,5.0,3.0,0.8,4.0,Hombre,17.0,10.0,0,Castellano,1,1,0,,8.548324444512073,0,0,429.8166171098272,513-001030-A,513
513-001030-A-0241,Potosí,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,3.0,513-001030-A,513,1.5691016174005405,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1.0,1.0,3.0,3.0,Hombre,38.0,17.0,0,Castellano,1,1,0,8.39019276925004,8.074657664036812,0,0,429.8166171098272,513-001030-A,513
513-001030-A-0261,Potosí,Urbano,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,513-001030-A,513,1.5691016174005403,0,0,0,0,0,1,0,1,1,1,1,1,1,1,4.0,0.0,2.25,9.0,Mujer,23.0,17.0,1,Castellano,1,1,0,,7.020786264602917,1,0,429.8166171098272,513-001030-A,513
513-001030-A-0191,Potosí,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,513-001030-A,513,1.5691016174005405,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2.0,1.0,0.5,1.0,Hombre,25.0,10.0,0,Castellano,1,1,0,8.261543661675649,8.261543661675649,0,0,429.8166171098272,513-001030-A,513
514-001418-A-0191,Potosí,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,514-001418-A,514,1.5318685593350168,0,0,0,0,0,1,1,1,1,1,1,1,1,0,4.0,2.0,1.0,4.0,Mujer,38.0,17.0,0,Castellano,1,1,0,8.962007209588313,7.576097340623111,0,0,419.6175408454809,514-001418-A,514
514-001418-A-0131,Potosí,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,1.0,514-001418-A,514,1.5318685593350168,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2.0,1.0,2.0,4.0,Hombre,29.0,17.0,1,Castellano,1,1,0,8.34109232407586,8.055660225216382,0,0,419.6175408454809,514-001418-A,514
514-001418-A-0101,Potosí,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,514-001418-A,514,1.5318685593350168,0,0,0,1,0,1,1,1,1,1,1,1,1,0,3.0,2.0,0.67,2.0,Hombre,58.0,17.0,0,Castellano,1,1,0,8.76344265510438,8.070451807761371,0,0,419.6175408454809,514-001418-A,514
514-001418-A-0071,Potosí,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,4.0,514-001418-A,514,1.5318685593350165,0,0,0,0,0,0,0,1,1,1,1,1,1,0,3.0,2.0,1.67,5.0,Hombre,35.0,12.0,0,Castellano,1,1,0,7.9966538754626075,6.472346294500901,1,1,419.6175408454809,514-001418-A,514
514-001418-A-0291,Potosí,Urbano,6.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,2.0,8.0,,,,2.0,514-001418-A,514,1.5318685593350165,1,2,0,1,0,0,0,1,1,1,1,1,1,0,2.0,0.0,3.0,6.0,Mujer,75.0,0.0,1,Originaria,0,1,0,,6.626533737597237,1,0,419.6175408454809,514-001418-A,514
513-000810-A-0191,Potosí,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,2.0,4.0,513-000810-A,513,0.7794563229294893,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1.0,0.0,3.0,3.0,Mujer,20.0,12.0,1,Castellano,1,1,0,8.190215736356814,7.5990674639787725,0,0,213.5128000578038,513-000810-A,513
513-000810-A-0211,Potosí,Urbano,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,513-000810-A,513,0.7794563229294893,0,0,0,1,0,1,1,1,1,1,1,1,1,1,5.0,4.0,1.2,6.0,Hombre,31.0,17.0,0,Castellano,1,0,1,,7.716720566858623,0,0,213.5128000578038,513-000810-A,513
513-000810-A-0231,Potosí,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,2.0,4.0,513-000810-A,513,0.7794563229294894,0,0,1,1,0,1,1,1,1,1,1,1,1,0,2.0,1.0,1.5,3.0,Hombre,25.0,17.0,0,Castellano,1,1,0,8.992806059426483,8.181720455128108,0,0,213.5128000578038,513-000810-A,513
513-000810-A-0261,Potosí,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,513-000810-A,513,0.7794563229294894,0,0,0,1,0,1,1,1,1,1,1,1,1,0,2.0,1.0,1.5,3.0,Mujer,29.0,17.0,1,Originaria,1,1,0,,7.2061299507796575,1,0,213.5128000578038,513-000810-A,513
513-000810-A-0051,Potosí,Urbano,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,2.0,,,,,,,,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,1.0,,,2.0,4.0,513-000810-A,513,0.7794563229294893,1,3,1,1,0,1,1,1,1,1,1,1,1,1,1.0,0.0,5.0,5.0,Hombre,15.0,10.0,0,Castellano,1,1,0,,7.2859222876246355,1,0,213.5128000578038,513-000810-A,513
513-000810-A-0031,Potosí,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,3.0,513-000810-A,513,0.7794563229294894,0,0,0,1,0,1,0,1,1,1,1,1,1,0,2.0,1.0,2.0,4.0,Hombre,25.0,17.0,0,Castellano,1,1,0,,7.450236971345462,0,0,213.5128000578038,513-000810-A,513
513-000810-A-0011,Potosí,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,4.0,513-000810-A,513,0.7794563229294894,0,0,0,1,0,1,0,1,1,1,1,1,1,1,4.0,3.0,1.0,4.0,Mujer,29.0,17.0,0,Castellano,1,1,0,8.412054873292933,7.700068831036581,0,0,213.5128000578038,513-000810-A,513
513-000810-A-0081,Potosí,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,2.0,4.0,513-000810-A,513,0.7794563229294894,0,0,1,1,0,0,0,1,1,1,1,1,1,1,2.0,0.0,1.0,2.0,Mujer,68.0,10.0,0,Castellano,1,1,0,7.450660796211539,7.37994401913321,0,0,213.5128000578038,513-000810-A,513
513-000810-A-0101,Potosí,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,2.0,513-000810-A,513,0.7794563229294893,0,0,0,0,0,1,1,1,1,1,1,1,1,1,9.0,5.0,0.56,5.0,Mujer,39.0,12.0,0,Castellano,1,1,0,,7.689828668736484,0,0,213.5128000578038,513-000810-A,513
513-000810-A-0121,Potosí,Urbano,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,2.0,513-000810-A,513,0.7794563229294894,0,0,0,1,0,0,0,1,1,1,1,1,1,0,2.0,0.0,0.5,1.0,Mujer,45.0,17.0,0,Castellano,1,1,0,8.668654515979803,8.668654515979803,0,0,213.5128000578038,513-000810-A,513
513-000810-A-0141,Potosí,Urbano,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,2.0,513-000810-A,513,0.7794563229294894,0,0,0,1,0,1,0,1,1,1,1,1,1,1,3.0,0.0,1.67,5.0,Hombre,24.0,17.0,0,Castellano,1,1,0,,6.412912292981194,1,1,213.5128000578038,513-000810-A,513
513-000810-A-0171,Potosí,Urbano,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,2.0,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,2.0,8.0,,,,4.0,513-000810-A,513,0.7794563229294894,1,3,0,1,0,0,0,1,1,1,1,1,1,0,4.0,2.0,1.25,5.0,Hombre,41.0,17.0,0,Castellano,1,1,0,9.016067644530331,8.066521490469993,0,0,213.5128000578038,513-000810-A,513
